File ID,Rep ID,Treatment,Spp,Timepoint,Cell count,Dilution ,Actual Cell count,,,,,Cell
Pc D_TPC_T14_261121,R2,29c,PcD,T14,610,1,610,,,,,G02
Pc D_TPC_T14_261121,R3,29c,PcD,T14,617,1,617,,,,,G03
Pc D_TPC_T14_261121,R1,30c,PcD,T14,651,1,651,,,,,H01
Pc D_TPC_T14_261121,R2,30c,PcD,T14,599,1,599,,,,,H02
Pc D_TPC_T14_261121,R3,30c,PcD,T14,650,1,650,,,,,H03
Pc D_TPC_T15_271121,R1,15c,PcD,T15,7226,10,72260,,,,,A01
Pc D_TPC_T15_271121,R2,15c,PcD,T15,7394,10,73940,,,,,A02
Pc D_TPC_T15_271121,R3,15c,PcD,T15,8995,10,89950,,,,,A03
Pc D_TPC_T15_271121,R1,18c,PcD,T15,52510,10,525100,,,,,B01
Pc D_TPC_T15_271121,R2,18c,PcD,T15,50029,10,500290,,,,,B02
Pc D_TPC_T15_271121,R3,18c,PcD,T15,48444,10,484440,,,,,B03
Pc D_TPC_T15_271121,R1,20c,PcD,T15,67768,10,677680,,,,,C01
Pc D_TPC_T15_271121,R2,20c,PcD,T15,59910,10,599100,,,,,C02
Pc D_TPC_T15_271121,R3,20c,PcD,T15,67991,10,679910,,,,,C03
Pc D_TPC_T15_271121,R1,23c,PcD,T15,7150,10,71500,,,,,D02
Pc D_TPC_T15_271121,R2,23c,PcD,T15,6657,10,66570,,,,,D02
Pc D_TPC_T15_271121,R3,23c,PcD,T15,7459,10,74590,,,,,D03
Pc D_TPC_T15_271121,R1,25c,PcD,T15,6111,10,61110,,,,,E01
Pc D_TPC_T15_271121,R2,25c,PcD,T15,6835,10,68350,,,,,E02
Pc D_TPC_T15_271121,R3,25c,PcD,T15,7463,10,74630,,,,,E03
Pc D_TPC_T15_271121,R1,27c,PcD,T15,26879,1,26879,,,,,F01
Pc D_TPC_T15_271121,R2,27c,PcD,T15,21540,1,21540,,,,,F02
Pc D_TPC_T15_271121,R3,27c,PcD,T15,22967,1,22967,,,,,F03
Pc D_TPC_T15_271121,R1,29c,PcD,T15,652,1,652,,,,,G01
Pc D_TPC_T15_271121,R2,29c,PcD,T15,633,1,633,,,,,G02
Pc D_TPC_T15_271121,R3,29c,PcD,T15,642,1,642,,,,,G03
Pc D_TPC_T15_271121,R1,30c,PcD,T15,646,1,646,,,,,H01
Pc D_TPC_T15_271121,R2,30c,PcD,T15,634,1,634,,,,,H02
Pc D_TPC_T15_271121,R3,30c,PcD,T15,585,1,585,,,,,H03
Pc D_TPC_T16_281121,R1,15c,PcD,T16,69740,1,69740,,,,,A01
Pc D_TPC_T16_281121,R2,15c,PcD,T16,73469,1,73469,,,,,A02
Pc D_TPC_T16_281121,R3,15c,PcD,T16,97937,1,97937,,,,,A03
Pc D_TPC_T16_281121,R1,18c,PcD,T16,61296,10,612960,,,,,B01
Pc D_TPC_T16_281121,R2,18c,PcD,T16,52998,10,529980,,,,,B02
Pc D_TPC_T16_281121,R3,18c,PcD,T16,52440,10,524400,,,,,B03
Pc D_TPC_T16_281121,R1,20c,PcD,T16,6786,10,67860,,,,,C01
Pc D_TPC_T16_281121,R2,20c,PcD,T16,5650,10,56500,,,,,C02
Pc D_TPC_T16_281121,R3,20c,PcD,T16,6493,10,64930,,,,,C03
Pc D_TPC_T16_281121,R1,23c,PcD,T16,5795,10,57950,,,,,D02
Pc D_TPC_T16_281121,R2,23c,PcD,T16,5738,10,57380,,,,,D02
Pc D_TPC_T16_281121,R3,23c,PcD,T16,6328,10,63280,,,,,D03
Pc D_TPC_T16_281121,R1,25c,PcD,T16,5993,10,59930,,,,,E01
Pc D_TPC_T16_281121,R2,25c,PcD,T16,5577,10,55770,,,,,E02
Pc D_TPC_T16_281121,R3,25c,PcD,T16,6665,10,66650,,,,,E03
Pc D_TPC_T16_281121,R1,27c,PcD,T16,40050,1,40050,,,,,F01
Pc D_TPC_T16_281121,R2,27c,PcD,T16,33394,1,33394,,,,,F02
Pc D_TPC_T16_281121,R3,27c,PcD,T16,35262,1,35262,,,,,F03
Pc D_TPC_T16_281121,R1,29c,PcD,T16,633,1,633,,,,,G01
Pc D_TPC_T16_281121,R2,29c,PcD,T16,627,1,627,,,,,G02
Pc D_TPC_T16_281121,R3,29c,PcD,T16,653,1,653,,,,,G03
Pc D_TPC_T16_281121,R1,30c,PcD,T16,605,1,605,,,,,H01
Pc D_TPC_T16_281121,R2,30c,PcD,T16,568,1,568,,,,,H02
Pc D_TPC_T16_281121,R3,30c,PcD,T16,649,1,649,,,,,H03
