File ID ,Rep ID,Spp,Orig Temp,Treatment ,,Timepoint,Cell count,Dilution ,Actual Cell count,Cell
PcB_Recip_T13_160222,R6,PcB,23c,Control,,T13,"33,095",100,3309500,A06
PcB_Recip_T13_160222,R1,PcB,29c,Control,,T13,"101,435",10,1014350,A07
PcB_Recip_T13_160222,R2,PcB,29c,Control,,T13,"90,960",10,909600,A08
PcB_Recip_T13_160222,R3,PcB,29c,Control,,T13,"58,048",10,580480,A09
PcB_Recip_T13_160222,R4,PcB,29c,Control,,T13,"94,389",10,943890,A10
PcB_Recip_T13_160222,R5,PcB,29c,Control,,T13,"78,391",10,783910,A11
PcB_Recip_T13_160222,R6,PcB,29c,Control,,T13,"44,271",10,442710,A12
PcB_Recip_T13_160222,R1,PcB,23c,recip,29,T13,"35,813",100,3581300,B01
PcB_Recip_T13_160222,R2,PcB,23c,recip,29,T13,"33,225",100,3322500,B02
PcB_Recip_T13_160222,R3,PcB,23c,recip,29,T13,"34,631",100,3463100,B03
PcB_Recip_T13_160222,R4,PcB,23c,recip,29,T13,"31,983",100,3198300,B04
PcB_Recip_T13_160222,R5,PcB,23c,recip,29,T13,"34,703",100,3470300,B05
PcB_Recip_T13_160222,R6,PcB,23c,recip,29,T13,"35,716",100,3571600,B06
PcB_Recip_T13_160222,R1,PcB,29c,recip,23,T13,"60,770",10,607700,B07
PcB_Recip_T13_160222,R2,PcB,29c,recip,23,T13,"42,914",10,429140,B08
PcB_Recip_T13_160222,R3,PcB,29c,recip,23,T13,"55,206",10,552060,B09
PcB_Recip_T13_160222,R4,PcB,29c,recip,23,T13,"60,439",10,604390,B10
PcB_Recip_T13_160222,R5,PcB,29c,recip,23,T13,"60,575",10,605750,B11
PcB_Recip_T13_160222,R6,PcB,29c,recip,23,T13,"66,157",10,661570,B12
PcB_Recip_T14_170222,R1,PcB,23c,Control,,T14,"41,946",100,4194600,A01
PcB_Recip_T14_170222,R2,PcB,23c,Control,,T14,"38,778",100,3877800,A02
PcB_Recip_T14_170222,R3,PcB,23c,Control,,T14,"41,750",100,4175000,A03
PcB_Recip_T14_170222,R4,PcB,23c,Control,,T14,"39,440",100,3944000,A04
PcB_Recip_T14_170222,R5,PcB,23c,Control,,T14,"37,594",100,3759400,A05
PcB_Recip_T14_170222,R6,PcB,23c,Control,,T14,"41,325",100,4132500,A06
PcB_Recip_T14_170222,R1,PcB,29c,Control,,T14,"146,662",10,1466620,A07
PcB_Recip_T14_170222,R2,PcB,29c,Control,,T14,"127,244",10,1272440,A08
PcB_Recip_T14_170222,R3,PcB,29c,Control,,T14,"91,622",10,916220,A09
PcB_Recip_T14_170222,R4,PcB,29c,Control,,T14,"145,411",10,1454110,A10
PcB_Recip_T14_170222,R5,PcB,29c,Control,,T14,"129,512",10,1295120,A11
PcB_Recip_T14_170222,R6,PcB,29c,Control,,T14,"100,677",10,1006770,A12
PcB_Recip_T14_170222,R1,PcB,23c,recip,29,T14,"39,206",100,3920600,B01
PcB_Recip_T14_170222,R2,PcB,23c,recip,29,T14,"40,470",100,4047000,B02
PcB_Recip_T14_170222,R3,PcB,23c,recip,29,T14,"43,929",100,4392900,B03
PcB_Recip_T14_170222,R4,PcB,23c,recip,29,T14,"41,265",100,4126500,B04
PcB_Recip_T14_170222,R5,PcB,23c,recip,29,T14,"42,902",100,4290200,B05
PcB_Recip_T14_170222,R6,PcB,23c,recip,29,T14,"44,362",100,4436200,B06
PcB_Recip_T14_170222,R1,PcB,29c,recip,23,T14,"85,216",10,852160,B07
PcB_Recip_T14_170222,R2,PcB,29c,recip,23,T14,"58,213",10,582130,B08
PcB_Recip_T14_170222,R3,PcB,29c,recip,23,T14,"78,868",10,788680,B09
PcB_Recip_T14_170222,R4,PcB,29c,recip,23,T14,"81,053",10,810530,B10
PcB_Recip_T14_170222,R5,PcB,29c,recip,23,T14,"89,324",10,893240,B11
PcB_Recip_T14_170222,R6,PcB,29c,recip,23,T14,"103,113",10,1031130,B12
PcB_Recip_T15_180222,R1,PcB,23c,Control,,T15,54489,100,5448900,A01
PcB_Recip_T15_180222,R2,PcB,23c,Control,,T15,43069,100,4306900,A02
PcB_Recip_T15_180222,R3,PcB,23c,Control,,T15,48679,100,4867900,A03
PcB_Recip_T15_180222,R4,PcB,23c,Control,,T15,34567,100,3456700,A04
PcB_Recip_T15_180222,R5,PcB,23c,Control,,T15,39664,100,3966400,A05
PcB_Recip_T15_180222,R6,PcB,23c,Control,,T15,46712,100,4671200,A06
PcB_Recip_T15_180222,R1,PcB,29c,Control,,T15,23969,100,2396900,A07
PcB_Recip_T15_180222,R2,PcB,29c,Control,,T15,14340,100,1434000,A08
PcB_Recip_T15_180222,R3,PcB,29c,Control,,T15,13307,100,1330700,A09
PcB_Recip_T15_180222,R4,PcB,29c,Control,,T15,17063,100,1706300,A10
PcB_Recip_T15_180222,R5,PcB,29c,Control,,T15,21779,100,2177900,A11
PcB_Recip_T15_180222,R6,PcB,29c,Control,,T15,17878,100,1787800,A12
PcB_Recip_T15_180222,R1,PcB,23c,recip,29,T15,45568,100,4556800,B01
PcB_Recip_T15_180222,R2,PcB,23c,recip,29,T15,45980,100,4598000,B02
PcB_Recip_T15_180222,R3,PcB,23c,recip,29,T15,44866,100,4486600,B03
PcB_Recip_T15_180222,R4,PcB,23c,recip,29,T15,46285,100,4628500,B04
PcB_Recip_T15_180222,R5,PcB,23c,recip,29,T15,49034,100,4903400,B05
PcB_Recip_T15_180222,R6,PcB,23c,recip,29,T15,49234,100,4923400,B06
PcB_Recip_T15_180222,R1,PcB,29c,recip,23,T15,101710,10,1017100,B07
PcB_Recip_T15_180222,R2,PcB,29c,recip,23,T15,79726,10,797260,B08
PcB_Recip_T15_180222,R3,PcB,29c,recip,23,T15,97078,10,970780,B09
PcB_Recip_T15_180222,R4,PcB,29c,recip,23,T15,99441,10,994410,B10
PcB_Recip_T15_180222,R5,PcB,29c,recip,23,T15,103688,10,1036880,B11
PcB_Recip_T15_180222,R6,PcB,29c,recip,23,T15,112097,10,1120970,B12
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
