"","d_name","rep_name","mod","aic","aicc","topt"
"204","lm1","R3","thomas_2012",-25.2272915867084,4.77270841329164,22.39
"205","lmer2","R1","thomas_2012",-27.2208312574921,2.77916874250791,22.44
"206","lmer2","R2","thomas_2012",-27.2380765241137,2.76192347588633,22.43
"207","lmer2","R3","thomas_2012",-26.5592506643616,3.44074933563843,22.39
"208","lm2","R1","thomas_2012",-29.2312305938186,0.768769406181448,22.46
"209","lm2","R2","thomas_2012",-26.5035376698086,3.49646233019136,22.4
"210","lm2","R3","thomas_2012",-25.2637283681936,4.7362716318064,22.39
"211","lmer3a","R1","thomas_2012",-22.2454272572778,7.75457274272222,22.34
"212","lmer3a","R2","thomas_2012",-21.1572438352253,8.84275616477472,22.31
"213","lmer3a","R3","thomas_2012",-21.5323368736878,8.46766312631216,22.34
"214","lm3a","R1","thomas_2012",-23.5724179824079,6.42758201759206,22.32
"215","lm3a","R2","thomas_2012",-21.3494346221925,8.65056537780755,22.29
"216","lm3a","R3","thomas_2012",-20.1777588888311,9.8222411111689,22.37
"217","lmer3b","R1","thomas_2012",-21.8306649594492,8.16933504055078,22.26
"218","lmer3b","R2","thomas_2012",-20.8169801232515,9.1830198767485,22.23
"219","lmer3b","R3","thomas_2012",-21.1980231797794,8.80197682022063,22.25
"220","lm3b","R1","thomas_2012",-24.0025547998872,5.99744520011282,22.22
"221","lm3b","R2","thomas_2012",-20.5144131038174,9.48558689618256,22.21
"222","lm3b","R3","thomas_2012",-19.6070898258924,10.3929101741076,22.31
"223","gr4","R1","thomas_2012",-22.8462234119841,7.1537765880159,22.32
"224","gr4","R2","thomas_2012",-21.3447185261715,8.65528147382847,22.27
"225","gr4","R3","thomas_2012",-20.4716111189078,9.52838888109223,22.26
"226","gr5a","R1","thomas_2012",-121.921545150606,-91.9215451506065,30
"227","gr5a","R2","thomas_2012",-117.888115801386,-87.8881158013858,29.86
"228","gr5a","R3","thomas_2012",-113.322334471947,-83.3223344719474,29.66
"229","gr6","R1","thomas_2012",-7.9818008586716,22.0181991413284,21.01
"230","gr6","R2","thomas_2012",-7.43894879697127,22.5610512030287,21.01
"231","gr6","R3","thomas_2012",-10.650807154536,19.349192845464,21.96
"232","gr7a","R1","thomas_2012",-17.5323760216896,12.4676239783104,21.58
"233","gr7a","R2","thomas_2012",-18.5103819865389,11.4896180134611,21.8
"234","gr7a","R3","thomas_2012",-23.3378659751463,6.6621340248537,22.79
"235","gr7b","R1","thomas_2012",-9.59334787579071,20.4066521242093,18.35
"236","gr7b","R2","thomas_2012",-4.62124883412331,25.3787511658767,21.66
"237","gr7b","R3","thomas_2012",-0.801016868061001,29.198983131939,20.92
"238","gr7b05","R1","thomas_2012",-18.608866665014,11.391133334986,22.99
"239","gr7b05","R2","thomas_2012",-16.2424404648504,13.7575595351496,23.08
"240","gr7b05","R3","thomas_2012",-16.4917342607564,13.5082657392436,23.21
