"","d_name","rep_name","mod","aic","aicc","topt"
"82","gr4","R1","sharpeschoolfull_1981",-14.5768796995832,Inf,27.26
"83","gr4","R2","sharpeschoolfull_1981",-18.4979540226999,Inf,25.61
"84","gr4","R3","sharpeschoolfull_1981",-20.6590759751838,Inf,27.2
"85","gr5a","R1","sharpeschoolfull_1981",18.8281223550196,Inf,28.25
"86","gr5a","R2","sharpeschoolfull_1981",18.9893146648511,Inf,28.2
"87","gr5a","R3","sharpeschoolfull_1981",42.0009074409327,Inf,26.58
"88","gr5b","R1","sharpeschoolfull_1981",-11.3138983717566,Inf,27.19
"89","gr5b","R2","sharpeschoolfull_1981",5.31167294732726,Inf,26.17
"90","gr5b","R3","sharpeschoolfull_1981",-15.3341316679454,Inf,27.41
"91","gr6","R1","sharpeschoolfull_1981",9.06801315752052,Inf,30
"92","gr6","R2","sharpeschoolfull_1981",-9.07437855185313,Inf,24.56
"93","gr6","R3","sharpeschoolfull_1981",20.1613902538924,Inf,27.13
"94","gr7a","R1","sharpeschoolfull_1981",-17.3263809168196,Inf,25.09
"95","gr7a","R2","sharpeschoolfull_1981",-17.1143101564021,Inf,26.48
"96","gr7a","R3","sharpeschoolfull_1981",-0.540412377372302,Inf,22.37
"97","gr7b","R1","sharpeschoolfull_1981",30.087850676177,Inf,28.51
"98","gr7b","R2","sharpeschoolfull_1981",27.358250495036,Inf,28.54
"99","gr7b","R3","sharpeschoolfull_1981",29.0668980705816,Inf,28.66
"100","gr7b05","R1","sharpeschoolfull_1981",-14.7494753636767,Inf,26.25
"101","gr7b05","R2","sharpeschoolfull_1981",-17.4893866956389,Inf,26.58
"102","gr7b05","R3","sharpeschoolfull_1981",-13.1999403408799,Inf,27.01
"103","lmer","R1","modifiedgaussian_2006",-14.8019776993726,15.1980223006274,23.41
"104","lmer","R2","modifiedgaussian_2006",-16.0498191709358,13.9501808290642,23.45
"105","lmer","R3","modifiedgaussian_2006",-16.136892043605,13.863107956395,23.41
"106","lm","R1","modifiedgaussian_2006",-15.1437368444941,14.8562631555059,23.42
"107","lm","R2","modifiedgaussian_2006",-16.3148523329995,13.6851476670005,23.46
"108","lm","R3","modifiedgaussian_2006",-15.0530860025077,14.9469139974923,23.38
"109","lmer1","R1","modifiedgaussian_2006",-18.4635345508521,11.5364654491479,23.44
"110","lmer1","R2","modifiedgaussian_2006",-23.5960838695303,6.40391613046972,23.48
"111","lmer1","R3","modifiedgaussian_2006",-22.6108542891036,7.38914571089636,23.44
"112","lm1","R1","modifiedgaussian_2006",-17.9320195643216,12.0679804356784,23.45
"113","lm1","R2","modifiedgaussian_2006",-23.8437582116549,6.15624178834513,23.48
"114","lm1","R3","modifiedgaussian_2006",-22.5345011154212,7.46549888457885,23.42
"115","lmer2","R1","modifiedgaussian_2006",-17.8772063457539,12.1227936542461,23.5
"116","lmer2","R2","modifiedgaussian_2006",-21.2548705908615,8.74512940913848,23.52
"117","lmer2","R3","modifiedgaussian_2006",-20.4918420588294,9.50815794117056,23.52
"118","lm2","R1","modifiedgaussian_2006",-17.3241154060346,12.6758845939654,23.5
"119","lm2","R2","modifiedgaussian_2006",-20.865994664131,9.13400533586904,23.52
"120","lm2","R3","modifiedgaussian_2006",-21.4734907625394,8.52650923746059,23.51
"121","lmer3a","R1","modifiedgaussian_2006",-12.4763953165437,17.5236046834563,23.51
"122","lmer3a","R2","modifiedgaussian_2006",-14.739830567653,15.260169432347,23.55
"123","lmer3a","R3","modifiedgaussian_2006",-14.154479490706,15.845520509294,23.53
"124","lm3a","R1","modifiedgaussian_2006",-14.1744590746957,15.8255409253043,23.51
"125","lm3a","R2","modifiedgaussian_2006",-12.9356802245085,17.0643197754915,23.55
"126","lm3a","R3","modifiedgaussian_2006",-14.5934243093519,15.4065756906481,23.55
"127","lmer3b","R1","modifiedgaussian_2006",-2.22461187993869,27.7753881200613,23.36
"128","lmer3b","R2","modifiedgaussian_2006",-11.1874603316265,18.8125396683735,23.53
"129","lmer3b","R3","modifiedgaussian_2006",-4.34434354932058,25.6556564506794,22.9
"130","lm3b","R1","modifiedgaussian_2006",-0.738653136763912,29.2613468632361,23.43
"131","lm3b","R2","modifiedgaussian_2006",-12.9356802245085,17.0643197754915,23.55
"132","lm3b","R3","modifiedgaussian_2006",-2.68956485996609,27.3104351400339,22.75
"133","gr4","R1","modifiedgaussian_2006",-18.1718253365727,11.8281746634273,23.5
"134","gr4","R2","modifiedgaussian_2006",-22.2792752909511,7.72072470904885,23.53
"135","gr4","R3","modifiedgaussian_2006",-23.6751783650967,6.32482163490334,23.51
"136","gr5a","R1","modifiedgaussian_2006",18.8574990117645,48.8574990117645,23.79
"137","gr5a","R2","modifiedgaussian_2006",18.1087107447347,48.1087107447347,23.85
"138","gr5a","R3","modifiedgaussian_2006",31.8834835203931,61.8834835203931,22.74
"139","gr5b","R1","modifiedgaussian_2006",-7.44860089724467,22.5513991027553,23.52
"140","gr5b","R2","modifiedgaussian_2006",1.42351170272694,31.4235117027269,23.43
"141","gr5b","R3","modifiedgaussian_2006",-13.2631796124699,16.7368203875301,23.65
"142","gr6","R1","modifiedgaussian_2006",1.44385825809433,31.4438582580943,30
"143","gr6","R2","modifiedgaussian_2006",-11.6253803965468,18.3746196034532,23.55
"144","gr6","R3","modifiedgaussian_2006",16.6345719723837,46.6345719723837,22.4
"145","gr7a","R1","modifiedgaussian_2006",-20.087748703967,9.91225129603297,24.3
